customer_id,spend,avg_income,age_group,city,gender,spend_ratio
ATQCUS0101,52870.0,52959.0,21-24,Chennai,Male,0.9983194546724825
ATQCUS0102,38969.0,25159.0,21-24,Chennai,Male,1.548908939147025
ATQCUS0103,35874.0,26433.0,21-24,Chennai,Male,1.3571671773918965
ATQCUS0104,38829.0,27352.0,21-24,Chennai,Male,1.419603685288096
ATQCUS0105,35992.0,39399.0,21-24,Chennai,Male,0.9135257240031472
ATQCUS0106,41881.0,40506.0,21-24,Chennai,Male,1.033945588307905
ATQCUS0107,35268.0,39116.0,21-24,Chennai,Male,0.9016259331219961
ATQCUS0108,83242.0,45933.0,21-24,Hyderabad,Male,1.8122482746609192
ATQCUS0109,80325.0,46461.0,21-24,Hyderabad,Male,1.7288693743139407
ATQCUS0110,84115.0,46876.0,21-24,Hyderabad,Male,1.7944150524788804
ATQCUS0111,101907.0,46753.0,21-24,Hyderabad,Male,2.1796890039141874
ATQCUS0112,78395.0,46437.0,21-24,Hyderabad,Male,1.6882012188556539
ATQCUS0113,45221.0,28672.0,21-24,Hyderabad,Male,1.5771833147321428
ATQCUS0114,44508.0,28658.0,21-24,Hyderabad,Male,1.553074185218787
ATQCUS0115,49470.0,31009.0,21-24,Hyderabad,Male,1.595343287432681
ATQCUS0116,69611.0,51906.0,21-24,Hyderabad,Male,1.3410973683196548
ATQCUS0117,67708.0,56388.0,21-24,Hyderabad,Male,1.2007519330353975
ATQCUS0118,66730.0,57105.0,21-24,Hyderabad,Male,1.1685491638210315
ATQCUS0119,49802.0,28931.0,21-24,Hyderabad,Male,1.7214061041789084
ATQCUS0120,46861.0,26787.0,21-24,Hyderabad,Male,1.7493933624519356
ATQCUS0121,41878.0,26642.0,21-24,Hyderabad,Male,1.5718789880639592
ATQCUS0122,41953.0,39310.0,21-24,Hyderabad,Male,1.0672348003052659
ATQCUS0123,41376.0,39453.0,21-24,Hyderabad,Male,1.0487415405672573
ATQCUS0124,176480.0,60010.0,25-34,Mumbai,Male,2.9408431928012
ATQCUS0125,200735.0,62076.0,25-34,Mumbai,Male,3.2336974031831947
ATQCUS0126,222083.0,61715.0,25-34,Mumbai,Male,3.598525480029166
ATQCUS0127,196183.0,61386.0,25-34,Mumbai,Male,3.1958915713680645
ATQCUS0128,229684.0,64788.0,25-34,Mumbai,Male,3.545162684447737
ATQCUS0129,208020.0,62599.0,25-34,Mumbai,Male,3.323056278854295
ATQCUS0130,188417.0,59015.0,25-34,Mumbai,Male,3.1926967720071167
ATQCUS0131,209812.0,59519.0,25-34,Mumbai,Male,3.5251264302155616
ATQCUS0132,207747.0,60601.0,25-34,Mumbai,Male,3.428111747330902
ATQCUS0133,222689.0,63550.0,25-34,Mumbai,Male,3.5041542092840285
ATQCUS0134,202203.0,60422.0,25-34,Mumbai,Male,3.346512859554467
ATQCUS0135,202370.0,63042.0,25-34,Mumbai,Male,3.210082167443926
ATQCUS0136,224672.0,64965.0,25-34,Mumbai,Male,3.4583544985761563
ATQCUS0137,200374.0,62476.0,25-34,Mumbai,Male,3.207215570779179
ATQCUS0138,200318.0,65129.0,25-34,Mumbai,Male,3.075711280689094
ATQCUS0139,166424.0,63168.0,25-34,Mumbai,Male,2.6346251266464034
ATQCUS0140,204548.0,63309.0,25-34,Mumbai,Male,3.2309466268618996
ATQCUS0141,192162.0,59185.0,25-34,Mumbai,Male,3.2468023992565684
ATQCUS0142,195133.0,60592.0,25-34,Mumbai,Male,3.220441642461051
ATQCUS0143,216768.0,64916.0,25-34,Mumbai,Male,3.33920759134882
ATQCUS0144,220175.0,59919.0,25-34,Mumbai,Male,3.6745439676897145
ATQCUS0145,211095.0,62870.0,25-34,Mumbai,Male,3.357642754891045
ATQCUS0146,224503.0,62632.0,25-34,Mumbai,Male,3.5844775833439777
ATQCUS0147,163569.0,61036.0,25-34,Mumbai,Male,2.67987744937414
ATQCUS0148,207658.0,63329.0,25-34,Mumbai,Male,3.279034881333986
ATQCUS0149,218673.0,60296.0,25-34,Mumbai,Male,3.6266584848082792
ATQCUS0150,192898.0,62129.0,25-34,Mumbai,Male,3.104798081411257
ATQCUS0151,204940.0,65775.0,25-34,Mumbai,Male,3.115773470163436
ATQCUS0152,214123.0,62124.0,25-34,Mumbai,Male,3.446703367458631
ATQCUS0153,192245.0,64136.0,25-34,Mumbai,Male,2.99745852563303
ATQCUS0154,194030.0,61417.0,25-34,Mumbai,Male,3.159223016428676
ATQCUS0155,168612.0,61381.0,25-34,Mumbai,Male,2.7469738192600315
ATQCUS0156,203287.0,63062.0,25-34,Mumbai,Male,3.2236053407757446
ATQCUS0157,193172.0,60555.0,25-34,Mumbai,Male,3.190025596565106
ATQCUS0158,212248.0,62602.0,25-34,Mumbai,Male,3.3904348103894444
ATQCUS0159,197929.0,60450.0,25-34,Mumbai,Male,3.274259718775848
ATQCUS0160,194105.0,63644.0,25-34,Mumbai,Male,3.0498554459179186
ATQCUS0161,211044.0,61554.0,25-34,Mumbai,Male,3.4285992786821327
ATQCUS0162,214011.0,59120.0,25-34,Mumbai,Male,3.6199424898511503
ATQCUS0163,187509.0,58558.0,25-34,Mumbai,Male,3.2021073124082107
ATQCUS0164,204646.0,63627.0,25-34,Mumbai,Male,3.216338975592123
ATQCUS0165,194313.0,61970.0,25-34,Mumbai,Male,3.135597869937066
ATQCUS0166,202127.0,58736.0,25-34,Mumbai,Male,3.441279624080632
ATQCUS0167,160178.0,58653.0,25-34,Mumbai,Male,2.730943003767923
ATQCUS0168,191328.0,62499.0,25-34,Mumbai,Male,3.061296980751692
ATQCUS0169,201365.0,61462.0,25-34,Mumbai,Male,3.2762519931014285
ATQCUS0170,197151.0,63997.0,25-34,Mumbai,Male,3.0806287794740377
ATQCUS0171,217954.0,63303.0,25-34,Mumbai,Male,3.443027976557193
ATQCUS0172,204539.0,62524.0,25-34,Mumbai,Male,3.2713677947668094
ATQCUS0173,104660.0,38451.0,25-34,Mumbai,Male,2.7219058021898
ATQCUS0174,115076.0,40322.0,25-34,Mumbai,Male,2.85392589653291
ATQCUS0175,104109.0,39792.0,25-34,Mumbai,Male,2.6163299155609168
ATQCUS0176,99955.0,35866.0,25-34,Mumbai,Male,2.7869012435175375
ATQCUS0177,117611.0,40590.0,25-34,Mumbai,Male,2.8975363389997537
ATQCUS0178,116163.0,39786.0,25-34,Mumbai,Male,2.9196953702307344
ATQCUS0179,101018.0,40182.0,25-34,Mumbai,Male,2.5140112488178787
ATQCUS0180,91189.0,37778.0,25-34,Mumbai,Male,2.4138122716925197
ATQCUS0181,91639.0,36944.0,25-34,Mumbai,Male,2.4804839757470765
ATQCUS0182,94111.0,36413.0,25-34,Mumbai,Male,2.5845439815450524
ATQCUS0183,102803.0,38855.0,25-34,Mumbai,Male,2.645811349890619
ATQCUS0184,91007.0,40069.0,25-34,Mumbai,Male,2.2712570815343534
ATQCUS0185,116038.0,38275.0,25-34,Mumbai,Male,3.0316917047681256
ATQCUS0186,117928.0,40064.0,25-34,Mumbai,Male,2.943490415335463
ATQCUS0187,92867.0,39300.0,25-34,Mumbai,Male,2.363027989821883
ATQCUS0188,102403.0,37806.0,25-34,Mumbai,Male,2.7086441305612867
ATQCUS0189,113366.0,39093.0,25-34,Mumbai,Male,2.8999053538996753
ATQCUS0190,111254.0,40756.0,25-34,Mumbai,Male,2.729757581705761
ATQCUS0191,122028.0,40504.0,25-34,Mumbai,Male,3.012739482520245
ATQCUS0192,123338.0,37924.0,25-34,Mumbai,Male,3.2522413247547726
ATQCUS0193,105614.0,37933.0,25-34,Mumbai,Male,2.7842248174412783
ATQCUS0194,111093.0,38934.0,25-34,Mumbai,Male,2.8533672368623826
ATQCUS0195,114767.0,39152.0,25-34,Mumbai,Male,2.9313189619942785
ATQCUS0196,107706.0,38516.0,25-34,Mumbai,Male,2.7963963028351855
ATQCUS0197,108485.0,37926.0,25-34,Mumbai,Male,2.8604387491430683
ATQCUS0198,98233.0,38478.0,25-34,Mumbai,Male,2.552965330838401
ATQCUS0199,95525.0,37896.0,25-34,Mumbai,Male,2.520714587291535
ATQCUS0200,88215.0,36218.0,25-34,Mumbai,Male,2.4356673477276494
ATQCUS0201,98820.0,38398.0,25-34,Mumbai,Male,2.5735715401843846
ATQCUS0202,86522.0,39954.0,25-34,Mumbai,Male,2.165540371427141
ATQCUS0203,97975.0,38243.0,25-34,Mumbai,Male,2.561906754177235
ATQCUS0204,105676.0,40003.0,25-34,Mumbai,Male,2.641701872359573
ATQCUS0205,98141.0,38976.0,25-34,Mumbai,Male,2.5179854269293926
ATQCUS0206,100104.0,40071.0,25-34,Mumbai,Male,2.4981657557834844
ATQCUS0207,105937.0,40389.0,25-34,Mumbai,Male,2.6229171309019783
ATQCUS0208,116491.0,38959.0,25-34,Mumbai,Male,2.9900921481557536
ATQCUS0209,89011.0,38835.0,25-34,Mumbai,Male,2.2920303849620187
ATQCUS0210,103028.0,37463.0,25-34,Mumbai,Male,2.7501267917678778
ATQCUS0211,139086.0,69245.0,25-34,Mumbai,Male,2.008607119647628
ATQCUS0212,138622.0,69085.0,25-34,Mumbai,Male,2.0065426648331766
ATQCUS0213,126040.0,66382.0,25-34,Mumbai,Male,1.8987074809436293
ATQCUS0214,156258.0,70656.0,25-34,Mumbai,Male,2.211531929347826
ATQCUS0215,132322.0,69308.0,25-34,Mumbai,Male,1.9091879725284238
ATQCUS0216,135872.0,72391.0,25-34,Mumbai,Male,1.8769184014587448
ATQCUS0217,147993.0,68539.0,25-34,Mumbai,Male,2.1592523964458192
ATQCUS0218,130552.0,65942.0,25-34,Mumbai,Male,1.979800430681508
ATQCUS0219,163450.0,70026.0,25-34,Mumbai,Male,2.3341330363008024
ATQCUS0220,147666.0,71685.0,25-34,Mumbai,Male,2.0599288554090815
ATQCUS0221,122199.0,66559.0,25-34,Mumbai,Male,1.8359500593458435
ATQCUS0222,127681.0,67978.0,25-34,Mumbai,Male,1.8782694401129778
ATQCUS0223,134647.0,67394.0,25-34,Mumbai,Male,1.997907825622459
ATQCUS0224,119862.0,64166.0,25-34,Mumbai,Male,1.86799862855718
ATQCUS0225,149208.0,69472.0,25-34,Mumbai,Male,2.147742975587287
ATQCUS0226,127942.0,69911.0,25-34,Mumbai,Male,1.830069659996281
ATQCUS0227,125775.0,66957.0,25-34,Mumbai,Male,1.8784443747479727
ATQCUS0228,145892.0,70963.0,25-34,Mumbai,Male,2.055888279807787
ATQCUS0229,146131.0,72185.0,25-34,Mumbai,Male,2.024395650065803
ATQCUS0230,141496.0,64735.0,25-34,Mumbai,Male,2.1857727658917123
ATQCUS0231,139041.0,67717.0,25-34,Mumbai,Male,2.053265797362553
ATQCUS0232,146983.0,68463.0,25-34,Mumbai,Male,2.1468968639995327
ATQCUS0233,124423.0,70146.0,25-34,Mumbai,Male,1.7737718472899382
ATQCUS0234,157014.0,69878.0,25-34,Mumbai,Male,2.2469732963164373
ATQCUS0235,151328.0,69783.0,25-34,Mumbai,Male,2.1685510797758765
ATQCUS0236,140020.0,66405.0,25-34,Mumbai,Male,2.108576161433627
ATQCUS0237,116735.0,66016.0,25-34,Mumbai,Male,1.7682834464372272
ATQCUS0238,159591.0,71743.0,25-34,Mumbai,Male,2.224481830980026
ATQCUS0239,111977.0,66411.0,25-34,Mumbai,Male,1.6861212750899701
ATQCUS0240,160845.0,72909.0,25-34,Mumbai,Male,2.206106242027733
ATQCUS0241,134320.0,63897.0,25-34,Mumbai,Male,2.10213312049079
ATQCUS0242,143295.0,71754.0,25-34,Mumbai,Male,1.9970315243749477
ATQCUS0243,145790.0,69083.0,25-34,Mumbai,Male,2.1103600017370407
ATQCUS0244,134925.0,67935.0,25-34,Mumbai,Male,1.9860896445131375
ATQCUS0245,130574.0,66297.0,25-34,Mumbai,Male,1.9695310496704226
ATQCUS0246,135536.0,68313.0,25-34,Mumbai,Male,1.984044032614583
ATQCUS0247,135122.0,70018.0,25-34,Mumbai,Male,1.9298180467879689
ATQCUS0248,151232.0,68409.0,25-34,Mumbai,Male,2.210703270037568
ATQCUS0249,134726.0,66987.0,25-34,Mumbai,Male,2.011226058787526
ATQCUS0250,145821.0,66268.0,25-34,Mumbai,Male,2.2004738335244762
ATQCUS0251,158954.0,73155.0,25-34,Mumbai,Male,2.1728384936094596
ATQCUS0252,90162.0,34995.0,25-34,Mumbai,Male,2.576425203600514
ATQCUS0253,97281.0,35693.0,25-34,Mumbai,Male,2.725492393466506
ATQCUS0254,102496.0,36047.0,25-34,Mumbai,Male,2.843398895885927
ATQCUS0255,94667.0,33554.0,25-34,Mumbai,Male,2.821332777016153
ATQCUS0256,110585.0,33828.0,25-34,Mumbai,Male,3.2690374837412794
ATQCUS0257,110786.0,36077.0,25-34,Mumbai,Male,3.0708207445186684
ATQCUS0258,92048.0,33743.0,25-34,Mumbai,Male,2.727913937705598
ATQCUS0259,86107.0,33036.0,25-34,Mumbai,Male,2.6064596198086933
ATQCUS0260,96617.0,35754.0,25-34,Mumbai,Male,2.7022710745650835
ATQCUS0261,96718.0,33357.0,25-34,Mumbai,Male,2.8994813682285576
ATQCUS0262,96245.0,35495.0,25-34,Mumbai,Male,2.711508663191999
ATQCUS0263,90244.0,33837.0,25-34,Mumbai,Male,2.6670213080355825
ATQCUS0264,95129.0,32828.0,25-34,Mumbai,Male,2.8978006579748996
ATQCUS0265,112025.0,35056.0,25-34,Mumbai,Male,3.1956013235965313
ATQCUS0266,104437.0,34743.0,25-34,Mumbai,Male,3.005986817488415
ATQCUS0267,92366.0,34485.0,25-34,Mumbai,Male,2.6784399014064086
ATQCUS0268,105224.0,37327.0,25-34,Mumbai,Male,2.8189782195193827
ATQCUS0269,98744.0,33216.0,25-34,Mumbai,Male,2.9727842003853566
ATQCUS0270,76029.0,33589.0,25-34,Mumbai,Male,2.2635088868379527
ATQCUS0271,95456.0,35038.0,25-34,Mumbai,Male,2.724356413037274
ATQCUS0272,107191.0,35035.0,25-34,Mumbai,Male,3.0595404595404596
ATQCUS0273,92203.0,36231.0,25-34,Mumbai,Male,2.544864894703431
ATQCUS0274,80557.0,36760.0,25-34,Mumbai,Male,2.191430903155604
ATQCUS0275,104842.0,35963.0,25-34,Mumbai,Male,2.9152740316436336
ATQCUS0276,92635.0,36398.0,25-34,Mumbai,Male,2.545057420737403
ATQCUS0277,95779.0,35677.0,25-34,Mumbai,Male,2.684614737786249
ATQCUS0278,102620.0,35667.0,25-34,Mumbai,Male,2.8771693722488574
ATQCUS0279,100902.0,34036.0,25-34,Mumbai,Male,2.9645669291338583
ATQCUS0280,93184.0,35779.0,25-34,Mumbai,Male,2.6044327678247017
ATQCUS0281,97313.0,34861.0,25-34,Mumbai,Male,2.7914575026533948
ATQCUS0282,90056.0,34971.0,25-34,Mumbai,Male,2.57516227731549
ATQCUS0283,93820.0,34638.0,25-34,Mumbai,Male,2.7085859460707895
ATQCUS0284,85716.0,32179.0,25-34,Mumbai,Male,2.6637247894589637
ATQCUS0285,88543.0,33368.0,25-34,Mumbai,Male,2.653530328458403
ATQCUS0286,89992.0,34054.0,25-34,Mumbai,Male,2.6426264168673286
ATQCUS0287,101981.0,35321.0,25-34,Mumbai,Male,2.8872625350358145
ATQCUS0288,94772.0,36196.0,25-34,Mumbai,Male,2.6183003646811804
ATQCUS0289,103276.0,33339.0,25-34,Mumbai,Male,3.097753381925073
ATQCUS0290,99217.0,36459.0,25-34,Mumbai,Male,2.7213308099509037
ATQCUS0291,101786.0,35123.0,25-34,Mumbai,Male,2.897987073997096
ATQCUS0292,91975.0,34571.0,25-34,Mumbai,Male,2.6604668652917183
ATQCUS0293,103807.0,51270.0,25-34,Mumbai,Male,2.024712307392237
ATQCUS0294,89084.0,54343.0,25-34,Mumbai,Male,1.639291169055812
ATQCUS0295,85533.0,51565.0,25-34,Mumbai,Male,1.6587413943566371
ATQCUS0296,103641.0,49679.0,25-34,Mumbai,Male,2.0862134906097145
ATQCUS0297,92172.0,52726.0,25-34,Mumbai,Male,1.7481318514584834
ATQCUS0298,102698.0,52490.0,25-34,Mumbai,Male,1.9565250523909317
ATQCUS0299,89834.0,51216.0,25-34,Mumbai,Male,1.7540221805685723
ATQCUS0300,97871.0,54122.0,25-34,Mumbai,Male,1.808340416096966
ATQCUS0301,87171.0,51844.0,25-34,Mumbai,Male,1.681409613455752
ATQCUS0302,96545.0,52954.0,25-34,Mumbai,Male,1.8231861615741964
ATQCUS0303,95288.0,52765.0,25-34,Mumbai,Male,1.8058940585615464
ATQCUS0304,108699.0,52111.0,25-34,Mumbai,Male,2.08591276314022
ATQCUS0305,90406.0,50285.0,25-34,Mumbai,Male,1.7978721288654669
ATQCUS0306,101674.0,52422.0,25-34,Mumbai,Male,1.9395292052954867
ATQCUS0307,106355.0,52951.0,25-34,Mumbai,Male,2.0085550792241884
ATQCUS0308,103852.0,55029.0,25-34,Mumbai,Male,1.8872231005469844
ATQCUS0309,110503.0,54479.0,25-34,Mumbai,Male,2.0283595513867727
ATQCUS0310,93276.0,50234.0,25-34,Mumbai,Male,1.856830035434168
ATQCUS0311,99779.0,51260.0,25-34,Mumbai,Male,1.946527506827936
ATQCUS0312,99029.0,51309.0,25-34,Mumbai,Male,1.9300512580638873
ATQCUS0313,104675.0,53804.0,25-34,Mumbai,Male,1.9454873243625008
ATQCUS0314,88417.0,50583.0,25-34,Mumbai,Male,1.747958800387482
ATQCUS0315,102714.0,55035.0,25-34,Mumbai,Male,1.8663396020714091
ATQCUS0316,170390.0,62150.0,25-34,Delhi NCR,Male,2.741592920353982
ATQCUS0317,191792.0,65013.0,25-34,Delhi NCR,Male,2.95005614261763
ATQCUS0318,163318.0,61878.0,25-34,Delhi NCR,Male,2.639354859562365
ATQCUS0319,187820.0,66615.0,25-34,Delhi NCR,Male,2.819485100953239
ATQCUS0320,188052.0,60632.0,25-34,Delhi NCR,Male,3.101530544926771
ATQCUS0321,163228.0,63109.0,25-34,Delhi NCR,Male,2.5864456733587917
ATQCUS0322,189387.0,59478.0,25-34,Delhi NCR,Male,3.1841521234742256
ATQCUS0323,173978.0,60110.0,25-34,Delhi NCR,Male,2.8943270670437533
ATQCUS0324,158447.0,60538.0,25-34,Delhi NCR,Male,2.6173147444580263
ATQCUS0325,197169.0,60986.0,25-34,Delhi NCR,Male,3.233020693273866
ATQCUS0326,180508.0,59191.0,25-34,Delhi NCR,Male,3.0495852409994764
ATQCUS0327,188355.0,63617.0,25-34,Delhi NCR,Male,2.960765204269299
ATQCUS0328,173379.0,60891.0,25-34,Delhi NCR,Male,2.84736660590235
ATQCUS0329,186257.0,64749.0,25-34,Delhi NCR,Male,2.8766004108171557
ATQCUS0330,175704.0,60327.0,25-34,Delhi NCR,Male,2.9125267293251778
ATQCUS0331,188216.0,63988.0,25-34,Delhi NCR,Male,2.941426517472026
ATQCUS0332,186688.0,61255.0,25-34,Delhi NCR,Male,3.0477185535874622
ATQCUS0333,172765.0,60280.0,25-34,Delhi NCR,Male,2.866041804910418
ATQCUS0334,178262.0,62990.0,25-34,Delhi NCR,Male,2.8300047626607396
ATQCUS0335,193376.0,65018.0,25-34,Delhi NCR,Male,2.9741917622812144
ATQCUS0336,177226.0,62330.0,25-34,Delhi NCR,Male,2.843349911759987
ATQCUS0337,197756.0,60110.0,25-34,Delhi NCR,Male,3.28990184661454
ATQCUS0338,208143.0,64774.0,25-34,Delhi NCR,Male,3.213372649519869
ATQCUS0339,173894.0,63067.0,25-34,Delhi NCR,Male,2.75728986633263
ATQCUS0340,183720.0,65299.0,25-34,Delhi NCR,Male,2.81351934945405
